feedback_id,customer_id,feedback_date,rating,feedback_text,sentiment_label
FB0000540,CUST000817,2025-08-28,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000541,CUST000821,2026-06-21,3,The service is decent but the content library could use more variety in regional languages.,Positive
FB0000542,CUST000821,2025-12-22,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000543,CUST000825,2025-02-16,1,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0000544,CUST000826,2025-06-16,4,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0000545,CUST000828,2023-09-09,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000546,CUST000829,2023-04-07,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000547,CUST000829,2025-10-16,4,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000548,CUST000830,2021-01-30,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000549,CUST000834,2023-05-10,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000550,CUST000835,2021-12-16,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000551,CUST000835,2022-04-25,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000552,CUST000835,2022-03-27,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000553,CUST000836,2026-03-23,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000554,CUST000836,2025-10-30,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000555,CUST000836,2023-12-15,5,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000556,CUST000836,2023-08-05,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000557,CUST000836,2024-08-17,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000558,CUST000837,2025-02-25,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000559,CUST000837,2023-04-09,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000560,CUST000838,2019-11-17,4,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000561,CUST000842,2024-08-03,2,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0000562,CUST000844,2023-08-23,5,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0000563,CUST000844,2021-08-11,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000564,CUST000846,2025-11-18,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0000565,CUST000847,2021-06-23,5,Customer support resolved my issue quickly and the experience was smooth overall.,Negative
FB0000566,CUST000847,2020-06-05,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000567,CUST000848,2025-09-05,4,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0000568,CUST000850,2026-02-17,4,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0000569,CUST000853,2025-11-13,4,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000570,CUST000855,2026-04-28,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0000571,CUST000857,2025-10-01,3,"Average experience overall, some months are better than others depending on new releases.",Negative
FB0000572,CUST000858,2024-03-06,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000573,CUST000858,2023-12-01,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000574,CUST000859,2023-07-02,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000575,CUST000861,2025-11-05,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0000576,CUST000864,2024-07-29,4,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000577,CUST000865,2025-12-15,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000578,CUST000870,2022-02-09,4,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000579,CUST000876,2019-11-09,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000580,CUST000882,2026-01-05,3,The service is decent but the content library could use more variety in regional languages.,Negative
FB0000581,CUST000882,2024-12-10,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0000582,CUST000884,2024-12-18,4,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000583,CUST000885,2026-01-03,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000584,CUST000888,2026-03-25,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0000585,CUST000890,2020-03-07,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000586,CUST000890,2021-01-19,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000587,CUST000890,2026-06-10,3,The service is decent but the content library could use more variety in regional languages.,Positive
FB0000588,CUST000894,2021-02-16,5,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0000589,CUST000894,2024-11-10,4,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000590,CUST000896,2025-12-08,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000591,CUST000896,2025-10-10,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000592,CUST000901,2026-03-02,1,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0000593,CUST000903,2020-01-22,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000594,CUST000905,2024-07-02,1,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0000595,CUST000907,2022-02-18,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000596,CUST000912,2023-12-21,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000597,CUST000914,2022-08-27,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000598,CUST000916,2025-12-12,1,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0000599,CUST000917,2024-02-04,2,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0000600,CUST000921,2026-05-05,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0000601,CUST000922,2026-05-17,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000602,CUST000922,2026-05-06,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000603,CUST000925,2024-10-04,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000604,CUST000925,2026-03-28,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000605,CUST000927,2025-03-01,2,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0000606,CUST000928,2020-07-29,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000607,CUST000929,2024-07-16,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000608,CUST000929,2023-02-20,4,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0000609,CUST000929,2022-06-01,2,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0000610,CUST000930,2025-07-30,4,"Really happy with the content library, discovered several great shows this month.",Negative
FB0000611,CUST000933,2024-01-04,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000612,CUST000935,2022-03-02,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000613,CUST000936,2026-06-24,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000614,CUST000939,2024-05-03,1,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0000615,CUST000941,2022-07-05,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000616,CUST000945,2026-03-17,4,"Great value for the price, my whole family uses different profiles without any issues.",Negative
FB0000617,CUST000946,2025-06-29,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000618,CUST000950,2024-08-15,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000619,CUST000950,2026-01-08,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0000620,CUST000950,2025-06-07,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000621,CUST000950,2025-09-15,4,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000622,CUST000952,2024-03-05,5,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0000623,CUST000956,2021-11-25,1,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0000624,CUST000957,2023-11-28,5,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000625,CUST000958,2024-11-06,5,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0000626,CUST000958,2026-04-11,2,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0000627,CUST000961,2022-02-27,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000628,CUST000962,2026-04-02,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000629,CUST000962,2026-04-04,4,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0000630,CUST000971,2025-09-11,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000631,CUST000972,2020-12-27,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000632,CUST000972,2020-12-16,2,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0000633,CUST000972,2024-05-09,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000634,CUST000975,2023-05-06,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000635,CUST000977,2024-11-20,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000636,CUST000978,2026-01-26,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0000637,CUST000979,2019-07-16,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000638,CUST000983,2026-04-06,4,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000639,CUST000985,2026-01-30,2,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0000640,CUST000986,2025-04-10,2,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0000641,CUST000988,2024-12-01,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000642,CUST000988,2026-01-31,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000643,CUST000988,2026-05-17,1,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0000644,CUST000988,2024-06-15,2,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0000645,CUST000988,2024-04-17,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000646,CUST000988,2024-12-07,2,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0000647,CUST000988,2025-09-11,2,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0000648,CUST000989,2025-06-01,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000649,CUST000993,2026-05-01,4,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000650,CUST000993,2025-11-15,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000651,CUST000998,2020-06-02,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000652,CUST001000,2025-07-21,2,"Not enough new content being added, feels like I have already watched everything worth watching.",Positive
FB0000653,CUST001000,2025-01-11,5,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000654,CUST001002,2024-11-19,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000655,CUST001003,2023-05-15,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000656,CUST001003,2021-12-23,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0000657,CUST001003,2022-06-30,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000658,CUST001003,2023-05-11,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000659,CUST001003,2019-06-13,2,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0000660,CUST001004,2021-03-09,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0000661,CUST001006,2026-05-29,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0000662,CUST001007,2025-02-24,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Positive
FB0000663,CUST001010,2025-04-01,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000664,CUST001012,2026-04-11,4,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0000665,CUST001015,2023-06-18,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0000666,CUST001016,2024-09-06,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000667,CUST001018,2022-06-08,1,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0000668,CUST001019,2025-07-05,4,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0000669,CUST001019,2021-11-25,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000670,CUST001026,2025-04-16,4,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0000671,CUST001027,2024-05-16,1,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0000672,CUST001031,2024-01-08,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000673,CUST001031,2026-05-08,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000674,CUST001031,2024-07-31,1,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0000675,CUST001040,2023-02-05,2,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0000676,CUST001040,2023-06-21,1,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0000677,CUST001041,2024-04-16,5,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000678,CUST001043,2023-07-06,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0000679,CUST001043,2023-06-21,1,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0000680,CUST001045,2025-05-23,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0000681,CUST001048,2025-09-19,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000682,CUST001051,2022-05-13,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000683,CUST001053,2026-02-19,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0000684,CUST001058,2025-04-02,4,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000685,CUST001060,2024-03-17,5,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0000686,CUST001061,2025-09-11,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000687,CUST001062,2026-06-23,2,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0000688,CUST001064,2026-06-10,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000689,CUST001066,2026-05-01,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000690,CUST001067,2026-04-10,3,The service is decent but the content library could use more variety in regional languages.,Positive
FB0000691,CUST001067,2026-04-24,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000692,CUST001069,2026-05-21,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0000693,CUST001072,2025-12-31,1,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0000694,CUST001072,2025-11-20,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0000695,CUST001072,2026-06-27,1,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0000696,CUST001073,2023-04-05,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000697,CUST001073,2022-08-25,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000698,CUST001077,2023-07-15,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0000699,CUST001081,2024-10-27,5,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0000700,CUST001084,2025-06-04,5,"Great value for the price, my whole family uses different profiles without any issues.",Negative
FB0000701,CUST001087,2026-06-03,4,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000702,CUST001088,2026-06-19,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000703,CUST001090,2023-12-13,1,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0000704,CUST001091,2024-07-18,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0000705,CUST001091,2024-02-24,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000706,CUST001093,2024-08-20,5,"Great value for the price, my whole family uses different profiles without any issues.",Neutral
FB0000707,CUST001094,2024-06-13,1,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0000708,CUST001095,2025-12-02,4,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000709,CUST001096,2024-10-12,5,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000710,CUST001098,2026-01-19,4,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000711,CUST001100,2022-06-26,4,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000712,CUST001100,2022-02-26,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000713,CUST001102,2026-04-29,5,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000714,CUST001103,2024-06-14,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000715,CUST001103,2023-01-21,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000716,CUST001104,2022-08-28,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0000717,CUST001105,2020-09-16,1,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0000718,CUST001106,2025-04-19,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000719,CUST001115,2024-12-07,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000720,CUST001121,2022-07-25,2,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0000721,CUST001123,2025-05-16,1,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0000722,CUST001124,2026-05-11,2,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0000723,CUST001125,2026-04-23,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000724,CUST001126,2026-04-21,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000725,CUST001127,2022-11-05,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000726,CUST001131,2024-03-12,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000727,CUST001131,2023-10-28,2,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0000728,CUST001131,2024-12-16,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0000729,CUST001135,2022-12-09,2,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0000730,CUST001135,2025-09-14,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0000731,CUST001136,2023-09-30,2,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0000732,CUST001139,2024-10-26,2,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0000733,CUST001139,2026-06-28,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000734,CUST001139,2025-10-21,1,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0000735,CUST001139,2025-03-18,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000736,CUST001139,2025-10-21,5,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000737,CUST001140,2025-07-11,4,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000738,CUST001146,2022-02-18,2,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0000739,CUST001147,2025-12-14,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000740,CUST001149,2026-04-06,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000741,CUST001150,2026-01-09,5,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000742,CUST001150,2023-05-19,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0000743,CUST001156,2025-02-04,4,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000744,CUST001159,2023-06-10,2,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0000745,CUST001159,2025-05-10,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000746,CUST001159,2026-02-08,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000747,CUST001161,2026-04-05,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000748,CUST001162,2024-12-23,5,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000749,CUST001162,2026-03-21,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000750,CUST001164,2022-09-28,5,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000751,CUST001165,2020-09-05,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000752,CUST001167,2026-05-16,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000753,CUST001167,2026-06-23,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000754,CUST001167,2026-05-15,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000755,CUST001167,2026-06-01,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000756,CUST001171,2026-06-21,4,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000757,CUST001177,2026-05-20,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000758,CUST001178,2025-10-12,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000759,CUST001180,2024-12-08,2,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0000760,CUST001184,2023-07-16,1,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0000761,CUST001186,2025-12-22,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0000762,CUST001189,2025-03-05,5,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0000763,CUST001190,2025-10-05,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000764,CUST001190,2026-03-05,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000765,CUST001192,2024-05-22,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000766,CUST001193,2025-10-31,5,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0000767,CUST001195,2026-05-02,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000768,CUST001196,2025-08-29,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0000769,CUST001198,2022-07-17,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000770,CUST001201,2026-01-17,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000771,CUST001201,2026-05-29,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000772,CUST001202,2022-12-04,4,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000773,CUST001203,2024-12-17,2,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0000774,CUST001204,2024-06-30,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0000775,CUST001205,2024-03-30,1,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0000776,CUST001206,2023-06-16,1,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0000777,CUST001211,2021-11-29,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000778,CUST001211,2024-11-24,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000779,CUST001213,2022-12-06,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000780,CUST001215,2024-02-06,1,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0000781,CUST001216,2025-10-27,4,"Great value for the price, my whole family uses different profiles without any issues.",Neutral
FB0000782,CUST001218,2023-12-17,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000783,CUST001219,2026-03-14,5,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0000784,CUST001220,2026-02-01,2,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0000785,CUST001221,2024-12-28,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000786,CUST001222,2021-10-13,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0000787,CUST001224,2023-12-23,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000788,CUST001227,2024-05-13,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000789,CUST001227,2023-07-15,1,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0000790,CUST001228,2026-03-25,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000791,CUST001230,2025-08-27,2,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0000792,CUST001240,2026-06-22,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000793,CUST001241,2021-12-11,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Neutral
FB0000794,CUST001242,2025-10-28,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000795,CUST001243,2024-02-10,2,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0000796,CUST001243,2024-09-19,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0000797,CUST001244,2024-03-19,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000798,CUST001246,2019-07-17,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000799,CUST001246,2024-06-24,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000800,CUST001246,2021-10-31,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0000801,CUST001252,2025-12-19,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000802,CUST001252,2026-06-28,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0000803,CUST001252,2026-04-12,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0000804,CUST001254,2023-02-20,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000805,CUST001256,2024-08-29,5,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0000806,CUST001256,2020-01-02,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000807,CUST001256,2025-10-13,5,Customer support resolved my issue quickly and the experience was smooth overall.,Neutral
FB0000808,CUST001257,2025-07-09,2,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0000809,CUST001258,2022-08-05,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0000810,CUST001261,2020-12-18,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0000811,CUST001262,2022-10-15,2,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0000812,CUST001263,2026-05-16,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000813,CUST001263,2024-10-10,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0000814,CUST001265,2019-04-05,5,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0000815,CUST001265,2022-12-12,4,"Really happy with the content library, discovered several great shows this month.",Positive
FB0000816,CUST001266,2024-08-30,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0000817,CUST001267,2026-04-05,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
